Artist,Album / Compilation,Slot-Nummer (neu),Cluster / Notizen,Discogslink,,Cover Art URL,Tracklist,CD Notes
Nas,Illmatic,01,Genre: Hip-Hop,https://www.discogs.com/release/1227102-Nas-Illmatic,,https://i.discogs.com/Dk3joX5_aVaDasrSTxk_U-K_ru5y6kYWnfpiTNp0HoQ/rs:fit/g:sm/q:90/h:590/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMjcx/MDItMTIwMjA5ODQ4/NC5qcGVn.jpeg,"01 The Genesis (1:45)
02 N.Y. State Of Mind (4:54)
03 Life's A Bitch (3:31)
04 The World Is Yours (4:51)
05 Halftime (4:21)
06 Memory Lane (Sittin' In Da Park) (4:08)
07 One Love (5:26)
08 One Time 4 Your Mind (3:19)
09 Represent (4:12)
10 It Ain't Hard To Tell (3:23)",
A Tribe Called Quest,Midnight Marauders,02,Genre: Hip-Hop,https://www.discogs.com/release/417186-A-Tribe-Called-Quest-Midnight-Marauders,,https://i.discogs.com/TwwQcNIpgi5_dGe4O5nwMR-ceqesgFrLRU3c4eiX6-E/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNzE4/Ni0xNzEyMDgwNTYy/LTM2MTYuanBlZw.jpeg,"01 Midnight Marauders Tour Guide (0:45)
02 Steve Biko (Stir It Up) (3:11)
03 Award Tour (3:46)
04 8 Million Stories (4:21)
05 Sucka Nigga (4:05)
06 Midnight (4:25)
07 We Can Get Down (4:19)
08 Electric Relaxation (4:04)
09 Clap Your Hands (3:16)
10 Oh My God (3:29)
11 Keep It Rollin' (3:05)
12 The Chase, Part 2 (4:02)
13 Lyrics To Go (4:09)
14 God Live Through (4:15)
15 Hot Sex (2:45)",
A Tribe Called Quest,The Love Movement CD 1,03,Genre: Hip-Hop,https://www.discogs.com/release/391625-A-Tribe-Called-Quest-The-Love-Movement,,https://i.discogs.com/o-TyrKtHKMjDoRUtPUnaZ7lJ202v_Ev-3iT5rs3dSOU/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MTYy/NS0xNDY2MzU1Mzk0/LTU1MDcucG5n.jpeg,"01 Start It Up (3:18)
02 Find A Way (3:23)
03 Da Booty (3:20)
04 Steppin' It Up (3:22)
05 Like It Like That (2:46)
06 Common Ground (Get It Goin' On) (2:49)
07 4 Moms (1:49)
08 His Name Is Mutty Ranks (1:56)
09 Give Me (3:52)
10 Pad & Pen (3:23)
11 Busta's Lament (2:39)
12 Hot 4 U (3:15)
13 Against The World (3:59)
14 The Love (4:02)
15 Rock Rock Y'all (4:17)",
A Tribe Called Quest,The Love Movement CD 2,04,Genre: Hip-Hop,https://www.discogs.com/release/391625-A-Tribe-Called-Quest-The-Love-Movement,,https://i.discogs.com/o-TyrKtHKMjDoRUtPUnaZ7lJ202v_Ev-3iT5rs3dSOU/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MTYy/NS0xNDY2MzU1Mzk0/LTU1MDcucG5n.jpeg,"01 Scenario (Remix) (5:17)
02 Money Maker (4:22)
03 Hot Sex (2:45)
04 Oh My God (Remix) (4:02)
05 Jazz (We've Got) (Re-recording Radio) (4:19)
06 One Two S**t (4:33)",
Gang Starr,Daily Operation,05,Genre: Hip-Hop,https://www.discogs.com/release/343439-Gang-Starr-Daily-Operation,,https://i.discogs.com/ZMOqIdR25ZKpH8WuJjaAPB5PxOQWOVv8ICWycq62izs/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MzQz/OS0xMzkyNTc0NjY4/LTYwNzUucG5n.jpeg,"01 Daily Operation (Intro) (0:27)
02 The Place Where We Dwell (2:27)
03 Flip The Script (4:02)
04 Ex Girl To Next Girl (4:40)
05 Soliloquy Of Chaos (3:13)
06 I'm The Man (4:05)
07 92 Interlude (0:28)
08 Take It Personal (3:07)
09 2 Deep (3:38)
10 24-7/365 (0:24)
11 No Shame In My Game (3:55)
12 Conspiracy (2:48)
13 The Illest Brother (4:44)
14 Hardcore Composer (3:16)
15 B. Y. S. (3:06)
16 Much Too Much (Mack A Mil) (3:31)
17 Take Two And Pass (3:15)
18 Stay Tuned (2:31)",
Gang Starr,Hard to Earn,06,Genre: Hip-Hop,https://www.discogs.com/release/85110-Gang-Starr-Hard-To-Earn,,https://i.discogs.com/3MYHzjn47L_fnSRbrsqeKkbTpDebLwjB9q4vNwug6Rc/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1MTEw/LTExNjI0ODg5ODEu/anBlZw.jpeg,"01 Intro (The First Step) (0:54)
02 ALONGWAYTOGO (4:13)
03 Code Of The Streets (3:29)
04 Brainstorm (3:02)
05 Tonz 'O' Gunz (3:55)
06 The Planet (5:16)
07 Aiiight Chill... (3:13)
08 Speak Ya Clout (3:35)
09 DWYCK (4:03)
10 Words From The Nutcracker (1:29)
11 Mass Appeal (3:41)
12 Blowin' Up The Spot (3:10)
13 Suckas Need Bodyguards (4:05)
14 Now You're Mine (2:55)
15 Mostly Tha Voice (3:38)
16 F.A.L.A. (4:17)
17 Comin' For Datazz (4:02)",
Gang Starr,Moment of Truth,07,Genre: Hip-Hop,https://www.discogs.com/release/227898-Gang-Starr-Moment-Of-Truth,,https://i.discogs.com/Y6rWgaKHNsSAa3uQ6VOI3Y08KqYcRnS-yQd0xOSpJ5c/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNzg5/OC0xMzU4Mzk1NDMy/LTc5NzguanBlZw.jpeg,"01 You Know My Steez (4:07)
02 Robbin Hood Theory (3:44)
03 Work (2:57)
04 Royalty (5:11)
05 Above The Clouds (3:41)
06 JFK 2 LAX (3:34)
07 Itz A Set Up (3:49)
08 Moment Of Truth (4:07)
09 B.I. Vs Friendship (4:37)
10 The Militia (4:48)
11 The Rep Grows Bigga (4:55)
12 What I'm Here 4 (2:45)
13 She Knowz What She Wantz (3:00)
14 New York Strait Talk (4:14)
15 My Advice 2 You (2:31)
16 Make 'Em Pay (4:21)
17 The Mall (3:40)
18 Betrayal (5:29)
19 Next Time (3:06)
20 In Memory Of... (3:50)",
Mobb Deep,The Infamous,08,Genre: Hip-Hop,https://www.discogs.com/release/208148-Mobb-Deep-The-Infamous,,https://i.discogs.com/dZCkbf1PWM1Nll2_k18V_pot4_fUtMtK_RIsHOTHYwQ/rs:fit/g:sm/q:90/h:600/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwODE0/OC0xNTQwMTM5NDYz/LTM5NzYuanBlZw.jpeg,"01 The Start Of Your Ending (41st Side) (4:24)
02 [The Infamous Prelude] (2:12)
03 Survival Of The Fittest (3:43)
04 Eye For A Eye (Your Beef Is Mines) (4:54)
05 [Just Step Prelude] (1:06)
06 Give Up The Goods (Just Step) (4:02)
07 Temperature's Rising (5:00)
08 Up North Trip (4:58)
09 Trife Life (5:19)
10 Q.U.—Hectic (4:55)
11 Right Back At You (4:52)
12 [The Grave Prelude] (0:30)
13 Cradle To The Grave (5:16)
14 Drink Away The Pain (Situations) (4:44)
15 Shook Ones Pt. II (5:24)
16 Party Over (5:40)",
Mobb Deep,Hell on Earth,09,Genre: Hip-Hop,https://www.discogs.com/release/208146-Mobb-Deep-Hell-On-Earth,,https://i.discogs.com/4WxJom3p07RVJsMVbu30wuQVZb275ER8h0USZqGGPSc/rs:fit/g:sm/q:90/h:300/w:301/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwODE0/Ni0xMDk5MTkyNDEy/LmpwZw.jpeg,"01 Animal Instinct (3:29)
02 Drop A Gem On 'Em (4:18)
03 Bloodsport (3:34)
04 Extortion (3:31)
05 More Trife Life (3:44)
06 Man Down (5:02)
07 Can't Get Enough Of It (4:50)
08 Nighttime Vultures (4:27)
09 G.O.D. Pt. III (5:17)
10 Get Dealt With (3:55)
11 Hell On Earth (Front Lines) (4:36)
12 Give It Up Fast (4:02)
13 Still Shinin' (4:11)
14 Apostle's Warning (4:01)
15 In The Long Run (2:38)",
Cypress Hill,Greatest Hits from the Bong,10,Genre: Hip-Hop,https://www.discogs.com/release/776284-Cypress-Hill-Greatest-Hits-From-The-Bong,,https://i.discogs.com/wZL24yhBvE6KK64DG0BgxWMJ9audBsyNCorH8HfsW4A/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3NjI4/NC0xNDk3Mzc2NzQx/LTIxOTQuanBlZw.jpeg,"01 How I Could Just Kill A Man (4:07)
02 Hand On The Pump (4:02)
03 Latin Lingo (3:59)
04 Insane In The Brain (3:26)
05 I Ain't Goin' Out Like That (4:24)
06 Throw Your Set In The Air (4:05)
07 Dr. Greenthumb (4:25)
08 (Rock) Superstar (4:35)
09 Latin Thugs (3:46)
10 The Only Way (3:41)
11 EZ Come EZ Go (4:04)
12 Latin Thugs (Reggaeton Mix) (3:37)",
Grand Puba,2000,11,Genre: Hip-Hop,https://www.discogs.com/release/1626155-Grand-Puba-2000,,https://i.discogs.com/16HuMIpHF_2MjVtDucm6uENRkalBz7XgWtDTB3KVTRA/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MjYx/NTUtMTUyODA0MzQ3/MC0zMDU1LmpwZWc.jpeg,"01 Very Special (5:15)
02 I Like It (I Wanna Be Where You Are) (4:23)
03 A Little Of This (4:23)
04 Keep On (5:04)
05 Back Stabbers (5:05)
06 2000 (3:25)
07 Amazing (4:02)
08 Don't Waste My Time (4:28)
09 Play It Cool (4:12)
10 Playin' The Game (3:25)
11 Change Gonna Come (4:32)",
Camp Lo,Uptown Saturday Night,12,Genre: Hip-Hop,https://www.discogs.com/release/349102-Camp-Lo-Uptown-Saturday-Night,,https://i.discogs.com/VeSiYJ5eTMle4kMBScFmNK4Jd_SkSImucWVYYj9rS1E/rs:fit/g:sm/q:90/h:584/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0OTEw/Mi0xMjk5OTYyMjY4/LmpwZWc.jpeg,"01 Krystal Karrington (3:24)
02 Luchini AKA This Is It (3:59)
03 Park Joint (3:28)
04 B-Side To Hollywood (3:46)
05 Killin' Em Softly (3:44)
06 Sparkle (3:40)
07 Black Connection (4:07)
08 Swing (2:50)
09 Rockin' It AKA Spanish Harlem (3:37)
10 Say Word (3:14)
11 Negro League (3:23)
12 Nicky Barnes AKA It's Alright (3:14)
13 Black Nostaljack AKA Come On (4:12)
14 Coolie High (4:00)
15 Sparkle (Mr. Midnight Mix) (3:50)",
Lauryn Hill,The Miseducation of Lauryn Hill,13,Genre: Hip-Hop,https://www.discogs.com/release/228201-Lauryn-Hill-The-Miseducation-Of-Lauryn-Hill,,https://i.discogs.com/V5BsUDFUJ7nr4DA1-R-_8gM_gSbAHom4JK-UxIe7UWk/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyODIw/MS0xNDE5NjIwODI4/LTEyODkuanBlZw.jpeg,"01 Intro (0:47)
02 Lost Ones (5:33)
03 Ex-Factor (5:26)
04 To Zion (6:09)
05 Doo Wop (That Thing) (5:20)
06 Superstar (4:57)
07 Final Hour (4:16)
08 When It Hurts So Bad (5:42)
09 I Used To Love Him (5:39)
10 Forgive Them Father (5:15)
11 Every Ghetto, Every City (5:14)
12 Nothing Even Matters (5:50)
13 Everything Is Everything (4:53)
14 The Miseducation Of Lauryn Hill (4:17)
15 Can't Take My Eyes Off Of You (3:41)
16 Tell Him (Live) (4:40)",
Beastie Boys,Check Your Head,14,Genre: Hip-Hop,https://www.discogs.com/release/53044-Beastie-Boys-Check-Your-Head,,https://i.discogs.com/WLlu8-T8lx5b6R1oJaeKUHEgTrxBBVjiIV7wdKLcAzI/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzMDQ0/LTExNTk2NDIyOTgu/anBlZw.jpeg,"01 Jimmy James (3:14)
02 Funky Boss (1:35)
03 Pass The Mic (4:17)
04 Gratitude (2:45)
05 Lighten Up (2:41)
06 Finger Lickin' Good (3:39)
07 So What'cha Want (3:37)
08 The Biz Vs. The Nuge (0:33)
09 Time For Livin' (1:48)
10 Something's Got To Give (3:28)
11 The Blue Nun (0:32)
12 Stand Together (2:47)
13 Pow (2:13)
14 The Maestro (2:52)
15 Groove Holmes (2:33)
16 Live At P.J.'s (3:18)
17 Mark On The Bus (1:05)
18 Professor Booty (4:13)
19 In 3's (2:23)
20 Namasté (4:01)",
Beastie Boys,Ill Communication,15,Genre: Hip-Hop,https://www.discogs.com/release/10666-Beastie-Boys-Ill-Communication,,https://i.discogs.com/fxLAm4pbgx0GSf0BUklAevtkRN0hm-nEq4FDLLnav5E/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjY2/LTEyNzUxODM4NjYu/anBlZw.jpeg,"01 Sure Shot (3:19)
02 Tough Guy (0:57)
03 B-Boys Makin' With The Freak Freak (3:53)
04 Bobo On The Corner (1:13)
05 Root Down (3:32)
06 Sabotage (2:58)
07 Get It Together (4:05)
08 Sabrosa (3:29)
09 The Update (3:15)
10 Futterman's Rule (3:42)
11 Alright Hear This (3:07)
12 Eugene's Lament (2:12)
13 Flute Loop (1:54)
14 Do It (3:16)
15 Ricky's Theme (3:43)
16 Heart Attack Man (2:15)
17 The Scoop (3:36)
18 Shambala (3:40)
19 Bodhisattva Vow (3:08)
20 Transitions (2:31)",
Stereo MCs,33-45-78,16,Genre: Hip-Hop,https://www.discogs.com/release/148187-Stereo-MCs-33-45-78,,https://i.discogs.com/e3v2HcGLCdycy1CnEnrHhQOR53ohOeGlo_TIVajmePE/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODE4/Ny0xMzg2MDUzMDk4/LTI1MzAuanBlZw.jpeg,"01 On 33 (5:07)
02 Use It (3:08)
03 Gee Street (4:21)
04 Neighbourhood (4:22)
05 Toe To Toe (4:44)
06 What Is Soul? (4:47)
07 Part 2 (4:28)
08 Bring It On (4:39)
09 Outta Touch (4:17)
10 Sunday 19th March (4:15)
11 This Ain't A Love Song (4:43)
12 Ancient Concept (1:32)
13 On The Mike (4:55)
14 Move (3:54)
15 Back To The Future (6:04)",
Quasimoto,The Further Adventures of Lord Quas,17,Genre: Hip-Hop,https://www.discogs.com/release/450575-Quasimoto-The-Further-Adventures-Of-Lord-Quas,,https://i.discogs.com/ORT3vJ0lxziSUuvi5O7NpRN62yq70hl4Am5hEKqE1ew/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MDU3/NS0xMzY3MDU2Mjg2/LTc4NTQuanBlZw.jpeg,"01 Bullyshit (3:07)
02 Greenery (3:14)
03 Crime (1:20)
04 Hydrant (3:25)
05 Don't Blink (2:06)
06 Players Of The Game (2:35)
07 Bus Ride (2:58)
08 Closer (3:02)
09 Maingirl (4:01)
10 Civilization Day (1:50)
11 Bartender Say (2:46)
12 1994 (2:22)
13 Another Demo Tape (1:46)
14 Raw Deal (2:17)
15 Mr. Two-Faced (1:34)
16 The Exclusive (2:36)
17 Fatbacks (3:51)
18 J.A.N. (Jive Ass Niggaz) (1:54)
19 Shroom Music (3:01)
20 Rappcats Pt. 3 (2:26)
21 Strange Piano (2:00)
22 Life Is... (2:19)
23 The Clown (Episode C) (2:59)
24 Raw Addict Pt. 2 (2:34)
25 Tomorrow Never Knows (2:39)
26 Privacy (1:36)",
Madlib,Mind Fusion Vol. 3,18,Genre: Brazil / Latin,https://www.discogs.com/master/1109541-Madlib-Mind-Fusion-Vol-3,,https://i.discogs.com/5iP0MKFWFglH66LW4KU6nGTMpO6VbFaYoTzkRNxELYI/rs:fit/g:sm/q:90/h:512/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMDA4/NjUtMTE4MjYzMzc1/Ny5qcGVn.jpeg,"01 Just A (5:25)
02 Collection (6:33)
03 Of The (8:25)
04 Hottest (5:02)
05 Shit (11:49)
06 Madlib (10:07)
07 Has Ever (7:02)
08 Produced! (3:23)","01 Just A (5:25)

0:00 – Orquestra Afro Brasileira – Xangô
1:45 – Marília Medalha – Água Escondida
4:07 – Anamaria & Mauricio – Freio Aerodinâmico

02 Collection (6:33)

0:00 – Sérgio Mendes Trio, Wanda De Sá, Rosinha De Valença – Tristeza Em Mim
1:42 – O Terço – Adormeceu
2:21 – Leny Andrade – Canto De Chegar
4:51 – Antonio Adolfo E A Brazuca – Grilopus Nº 1 (2ª Parte)
5:07 – Luis Agudo & Afonso Vieira – Sumaré

03 Of The (8:25)

0:00 – Jards Macalé – Jards Anet Da Vida / Dois Corações / No Meio Do Mato / O Faquir Da Dor
0:08 – Unidentified
0:37 – Wagner Tiso – Os Pássaros
2:30 – Sambalanço Trio – Sambinha
4:40 – Djalma Corrêa – Banjilógrafo
6:36 – José Mauro – Apocalipse

04 Hottest (5:02)

0:00 – Unidentified
0:21 – Jards Macalé – Pam Pam Pam
1:07 – Anamaria & Mauricio – O Trem Azul
2:24 – Djalma Corrêa – Os Quatro Elementos

05 Shit (11:49)

0:00 – John Thomas & Lifeforce – Like A Samba
2:02 – Edu Lobo – Incelensa
4:20 – Claudette Soares – Os Grilos
6:02 – Pedro dos Santos, Sebastião Tapajós, Jorginho – Gurungungô
8:42 – Edu Lobo – Porto Do Sol
9:32 – João Bosco – Quem Será?

06 Madlib (10:07)

0:00 – Eduardo Araújo & Silvinha – Girassol
2:33 – Victor Assis Brasil – Puzzle
4:09 – Gal Costa – Pontos De Luz
6:00 – Unidentified
7:44 – Tânia Maria – Bobeou, Não Vai Entender

07 Has Ever (7:02)

0:00 – José Mauro – Obnóxius
2:02 – Azymuth – Circo Marimbondo
3:40 – Caju & Castanha – Unidentified
4:56 – Heraldo Do Monte – Chuva Morna
5:20 – Heraldo Do Monte – Forrozin

08 Produced! (3:23)

0:00 – Jaime & Nair – Zabumba Do Nego
0:42 – Unidentified
2:31 – Chet Baker Meets Novos Tempos – Salsamba"
Madlib,Speto da Rua,19,Genre: Brazil / Latin,https://www.discogs.com/release/1543475-Madlib-Speto-Da-Rua-Dirty-Brasilian-Crates-Volume-11,,https://i.discogs.com/k6Znfq2OTEuTFt_rtLHmmxR1SkQwzPavTjHWqTazHVw/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NDM0/NzUtMTYzODk0MTQ3/MS05MjUzLmpwZWc.jpeg,01 Speto Da Rua (61:08),"[00:00] Orquestra Afro-Brasileira - Xangô
[01:45] Marilia Medalha - Água Escondida
[04:07] Anamaria e Mauricio - Freio Aerodinâmico
[06:08] Wanda de Sá & Rosinha de Valença - Tristeza em Mim
[07:50] O Terço - Adormeceu
[08:29] Leny Andrade - Canto de Chegar
[10:59] Antonio Adolfo e A Brazuca - Grilopus Nº 1 (2ª Parte)
[11:15] Luis Agudo & Afonzo Vieira - Sumaré
[13:05] Jards Macalé - Jards Anet da Vida / Dois Corações / No Meio do Mato / O Faquir da Dor
[13:13] Antonio Adolfo - Terminado Esse Disco
[13:42] Wagner Tiso - Os Pássaros
[15:35] Sambalanço Trio - Sambinha
[17:45] Djalma Corrêa - Banjilógrafo
[19:41] José Mauro - Apocalipse
[22:19] Stone Alliance - Amigos
[22:40] Jards Macalé - Pam Pam Pam
[23:26] Anamaria e Mauricio - O Trem Azul
[24:43] Djalma Corrêa - Os Quatro Elementos
[26:34] John Thomas & Lifeforce - Like a Samba
[28:36] Edu Lobo - Incelença
[30:54] Claudette Soares - Os Grilos
[32:36] Sebastião Tapajós - Gurugungô
[35:16] Edu Lobo - Porto do Sol
[36:06] João Bosco - Quem Será?
[38:29] ?
[38:49] Eduardo Araújo & Silvinha - Girassol
[41:22] Victor Assis Brasil - Puzzle
[42:58] Gal Costa - Pontos de Luz
[44:49] ?
[46:33] Tania Maria - Bobeou, Não Vai Entender
[47:59] José Mauro - Obnóxius
[50:01] Azymuth - Circo Marimbondo
[51:39] ? Possibly Caju e Castanha or unknown forró artist
[52:55] Heraldo do Monte - Chuva Morna
[53:19] Heraldo do Monte - Forrozin
[56:04] Jaime & Nair - Zabumba do Nego
[56:46] Paulinho Nogueira - O Velho Gurú
[58:35] Chet Baker Meets Novos Tempos - Salsamba"
Madlib,Mind Fusion Vol. 2,20,Genre: Jazz,https://www.discogs.com/release/806485-Madlib-Mind-Fusion-Vol-2,,https://i.discogs.com/IVmIw4yt0TKOrUaDEbJ3QVAja9iJyOLkSpKR617jkes/rs:fit/g:sm/q:90/h:583/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwNjQ4/NS0xNzM3NTY4OTM4/LTgxMTQuanBlZw.jpeg,"01 Track 1
02 Track 2
03 Track 3
","01 Track 1

0:00 - Nat Adderley “Song of the Valdez Diamond” from Double Exposure (Prestige, 1975)
0:30 - Brian Auger “Beginning Again” from Straight Ahead (RCA Victor, 1974)
2:51 - Johnny Hammond “Back To The Projects” from Gambler's Life (Salvation Records, 1974)
5:31 - Cesar Mariano and Cia “Metropole” from São Paulo Brasil (RCA, 1977)
7:25 - Human Egg “Love Like This” from Human Egg (Lizard, 1978) and Jean-Pierre Massiera's Psychoses Discoïd (2007)
9:09 - Michal Urbaniak's Fusion “Ilex” from ATMA (Columbia, 1974)
11:47 - Peter Lipa “My Album” from Moanin' (Opus, 1984)
13:45 - Mary Lou Williams “Pale Blue” from Free Spirits

02 Track 2

0:00 - Henry Franklin “Cosmos Dwellers” from Tribal Dance
1:53 - Azymuth “Pertido Alto” from Light as a Feather
3:44 - Elvin Jones “Moon Dance” from Time Capsule
6:24 - Patrice Rushen “Before The Dawn” from Before the Dawn
8:29 - JuJu (Oneness of Juju) “Nia” from Chapter Two, Nia
10:04 - Marcos Valle “Não Tem Nada Não” from Previsão do Tempo
11:13 - Azar Lawrence “Theme for a New Day from People Moving (Prestige, 1975)

03 Track 3

0:00 - Inspector Clouseau “L'Automne” from Teenage Troupeau Bleu (Frog Note, 1988)
1:45 - Joyce “Longe do Tempo from Encontro Marcado (1969)
2:44 - Jackie McLean “Soul” from ‘Bout Soul (Blue Note, 1967)
3:00 - Ennio Morricone “Dies Irae Psichedelico” from Escalation (Cam, 1968)
4:00 - Ken Rhodes “Profile” from Profile (Amayana, 1974)
5:27 - Stefano Torossi “Fearing Much” from Feelings (Carosello, 1975)
6:11 - Duke Ellington “Didjeridoo” from The Afro-Eurasian Eclipse
7:31 - Marcos Valle “Azimuth” from Mustang Côr de Sangue (1969)
9:22 - Bayete “Let The Music Take Your Mind” from Seeking Other Beauty (1972)
10:24 - Azymuth “Nothing Will Be As It Was (Nada Será Como Antes)” from Telecommunication (Milestone, 1982)
11:30 - Jackie McClean “Soul” from ‘Bout Soul (Blue Note, 1967)
11:55 - Lorez Alexandria “Baltimore Oriole” from For Swingers Only
14:02 - Pharoah Sanders “Casino Latino” from Beyond a Dream
17:50 - George Duke “Nigerian Numberuma” from The Inner Source
18:33 - George Duke “Feels So Good” from The Inner Source
20:12 - Jackie McLean “Soul” from ‘Bout Soul
20:24 - Willie Tee & The Gaturs “Concentrate” from Wasted (1970)
21:33 - Egberto Gismonti “Janela de Ouro” from Sonho 70 (Polydor, 1970)
22:49 - Cal Green “Revolution Rap” (Mutt & Jeff, 1972), also released on Super Cool California Soul Vol. 2 (Luv N Haight)"
Various Artists,Yesterdays Universe: Prepare For A New Yesterday (Vol. 1),21,Genre: Jazz,https://www.discogs.com/release/10410165-Various-Yesterdays-Universe,,https://i.discogs.com/k3NdRVNKU6Xrq9gwXb_hWpPGdPAkvkeY5FsLAmjvDh8/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDEw/MTY1LTE3NjU0OTM0/MjUtMjAxNS5qcGVn.jpeg,"01 Bitches Brew
02 Umoja (Unity)
03 Slave Riot
04 One For The Monica Lingas Band
05 Street Talkin'
06 Marcus, Martin & Malcolm
07 Two For Strata East
08 She's Gonna Stay
09 Cold Nights And Rainy Days
10 Free Son
11 Barumba
12 Sunny C (California)
13 Mtume's Song
14 Vibes From The Tribes Suite (For Phil)
15 Upa Neguinho",
Miles Davis Quintet,Workin',22,Genre: Jazz,https://www.discogs.com/release/4725132-The-Miles-Davis-Quintet-Workin-With-The-Miles-Davis-Quintet,,https://i.discogs.com/JshDF20vGJG8NZ1GofN_iGA4EuIHZkgVRXmCQRr9U8I/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3MjUx/MzItMTM5OTgxNDgx/My01MDA2LmpwZWc.jpeg,"01 It Never Entered My Mind (5:23)
02 Four (7:12)
03 In Your Own Sweet Way (5:42)
04 The Theme (Take 1) (1:58)
05 Trane's Blues (8:33)
06 Ahmad's Blues (7:23)
07 Half Nelson (4:46)
08 The Theme (Take 2) (1:05)",
