Artist,Album / Compilation,Slot-Nummer (neu),Cluster / Notizen,Discogslink,,Cover Art URL,Tracklist,CD Notes
Miles Davis,Bitches Brew CD 1,23,Genre: Jazz,https://www.discogs.com/release/578859-Miles-Davis-Bitches-Brew,,https://i.discogs.com/IJ-B9g4KVYpwCCa755cZXc4Mz9sJZohjdrAkM5cz0yY/rs:fit/g:sm/q:90/h:508/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3ODg1/OS0xMjUwMzcwNTUw/LmpwZWc.jpeg,"01 Pharaoh's Dance (20:00)
02 Bitches Brew (26:59)
01 Spanish Key (17:29)
02 John McLaughlin (4:26)
03 Miles Runs The Voodoo Down (14:04)
04 Sanctuary (10:52)",
Miles Davis,Bitches Brew CD 2,24,Genre: Jazz,https://www.discogs.com/release/578859-Miles-Davis-Bitches-Brew,,https://i.discogs.com/IJ-B9g4KVYpwCCa755cZXc4Mz9sJZohjdrAkM5cz0yY/rs:fit/g:sm/q:90/h:508/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3ODg1/OS0xMjUwMzcwNTUw/LmpwZWc.jpeg,"01 Pharaoh's Dance (20:00)
02 Bitches Brew (26:59)
01 Spanish Key (17:29)
02 John McLaughlin (4:26)
03 Miles Runs The Voodoo Down (14:04)
04 Sanctuary (10:52)",
Django Reinhardt,Swing de Paris CD 2,25,Genre: Jazz,https://www.discogs.com/release/13598836-Django-Reinhardt-Swing-De-Paris,,https://i.discogs.com/CD0yOl1nT4oSKZRCHnWscRcCnVbNnyJWTXWXqk0w5p0/rs:fit/g:sm/q:90/h:580/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTk4/ODM2LTE1NTcyNDY3/NTUtNjMyNC5wbmc.jpeg,"01 Swing De Paris
02 Hungaria
03 Swing 42
04 Improvisation No. 2
05 De Nulle Part
06 Dinette
07 Belleville
08 Studio 24
09 Djangology
10 Douce Ambiance
11 Cavalerie
12 Fleur D'ennui
13 Bleu Clair
14 Improvisation No. 3 [Part 1]
15 Improvisation No. 3 [Part 2]
16 I Love You
17 Blues Primitif
18 Night And Day
19 Insensiblement
20 Brasil (2nd Version)",
Django Reinhardt,Swing de Paris CD 3,26,Genre: Jazz,https://www.discogs.com/release/13598836-Django-Reinhardt-Swing-De-Paris,,https://i.discogs.com/CD0yOl1nT4oSKZRCHnWscRcCnVbNnyJWTXWXqk0w5p0/rs:fit/g:sm/q:90/h:580/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTk4/ODM2LTE1NTcyNDY3/NTUtNjMyNC5wbmc.jpeg,"01 Duke And Dukie
02 Just One Of Those Things
03 Swing 48
04 Impromptu
05 Vamp
06 Anouman
07 D.R. Blues
08 Deccaphonie
09 Avalon
10 I Can't Give You Anything But Love
11 After You've Gone
12 Nagasaki
13 Georgia On My Mind
14 Shine
15 Swing Guitars
16 Viper's Dream
17 Minor Swing
18 Ol' Man River
19 Tiger Rag
20 Daphné",
Chet Baker,Chet,27,Genre: Jazz,https://www.discogs.com/release/2990004-Chet-Baker-Chet,,https://i.discogs.com/zuWOqt1KqOIgSr4R0AhnZ7hXYSQHqfTYkbphxtry7wk/rs:fit/g:sm/q:90/h:333/w:342/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5OTAw/MDQtMTMyODIxODY5/OC5qcGVn.jpeg,"01 Alone Together (6:46)
02 How High The Moon (3:31)
03 It Never Entered My Mind (4:36)
04 'Tis Autumn (5:12)
05 If You Could See Me Now (5:11)
06 September Song (3:00)
07 You'd Be So Nice To Come Home To (4:38)
08 Time On My Hands (You In My Arms) (4:27)
09 You And The Night And The Music (3:50)
10 Early Morning Mood (9:00)",
Various Artists,Standards on Impulse!,28,Genre: Jazz,https://www.discogs.com/release/2179309-Various-Standards-On-Impulse,,https://i.discogs.com/2KMa3d7cdrFblkwlMNxlrgRF9ZZ6X_VDhSClurUiL_c/rs:fit/g:sm/q:90/h:544/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzkz/MDktMTI2ODM4ODY1/MC5qcGVn.jpeg,"01 Art Blakey Quartet - Summertime (4:40)
02 Duke Ellington & John Coltrane - In a Sentimental Mood (4:15)
03 J.J. Johnson & Kai Winding - Concentrate on You (4:01)
04 Benny Carter and His Orchestra - Body & Soul (4:11)
05 The Gil Evans Orchestra - Sister Sadie (6:57)
06 Johnny Hartman - Unforgettable (2:36)
07 Count Basie - Oh, Lady Be Good (4:39)
08 Charles Mingus - Mood Indigo (4:44)
09 Roy Haynes Quartet - Fly Me to the Moon (In Other Words) (6:39)
10 John Coltrane Quartet - What's New (3:44)
11 McCoy Tyner - Satin Doll (5:36)
12 Ben Webster - Stardust (2:25)
13 Shelly Manne - Cherokee (3:26)
14 Clark Terry - Do Nothin' 'Till You Hear from Me (3:34)
15 Duke Ellington & Coleman Hawkins - Solitude (5:51)
16 Archie Shepp - The Girl from Ipanema (8:33)",
Clifford Jordan Quartet,Glass Bead Games,29,Genre: Jazz,https://www.discogs.com/release/1808947-Clifford-Jordan-Quartet-Glass-Bead-Games,,https://i.discogs.com/aFd0vuY4zM2mn2xDyiUyeW7qQXLh2pdWMQwPswKeMZ4/rs:fit/g:sm/q:90/h:351/w:349/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MDg5/NDctMTI0NTA0OTg2/My5qcGVn.jpeg,"01 Powerful Paul Robeson (5:40)
02 The Glass Bead Games (3:50)
03 Prayer To The People (4:10)
04 Cal Massey (2:40)
05 John Coltrane (6:45)
06 Eddie Harris (4:23)
07 Biskit (5:30)
08 Shoulders (5:18)
09 Bridgework (4:46)
10 Maimoun (5:37)
11 Alias Buster Henry (8:18)
12 One For Amos (7:48)",
Paco de Lucía,Siroco,30,Genre: Brazil / Latin,https://www.discogs.com/release/13164024-Paco-De-Lucia-Siroco,,https://i.discogs.com/_4LCUIFyT5yqRCjRmgnhupnpCUdmfSauytG9y87fzug/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTY0/MDI0LTE2NDgyODg5/NDYtMTc1Ni5qcGVn.jpeg,"01 La Cañada (Tangos) (5:15)
02 Mi Niño Curro (Rondeña) (3:29)
03 La Barrosa (Alegrías) (4:36)
04 Caña De Azucar (Rumba) (4:19)
05 El Pañuelo (Bulerías) (5:28)
06 Callejón Del Muro (Minera) (3:55)
07 Casilda (Tanguillos) (3:46)
08 Gloria Al Niño Ricardo (Soléa) (5:07)",
Ella Fitzgerald,Ella Fitzgerald in Hamburg,31,Genre: Jazz,https://www.discogs.com/release/2139330-Ella-Fitzgerald-Ella-Fitzgerald-In-Hamburg,,https://i.discogs.com/xMvjk33sBEmZSdlFNMD3EsVscSK5O3SxQJy5Monk9ac/rs:fit/g:sm/q:90/h:498/w:550/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMzkz/MzAtMTI3MzkxOTgw/Ni5qcGVn.jpeg,"01 Walk Right In (3:35)
02 That Old Black Magic (4:15)
03 Body And Soul (4:38)
04 Here's That Rainy Day (3:23)
05 And The Angels Sing (3:40)
06 A Hard Day's Night (3:03)
08 The Boy From Ipanema (2:54)
09 Don't Rain On My Parade (3:01)
10 Angel Eyes (3:26)
11 Smooth Sailing (3:49)
12 Old McDonald Had A Farm (2:05)",
Sarah Vaughan,Sarah + 2,32,Genre: Jazz,https://www.discogs.com/release/3456948-Sarah-Vaughan-Sarah-2,,https://i.discogs.com/dVpuEvoTzxyf1zkEn4Qaiuf4uV0YklW_6glfFC-g07o/rs:fit/g:sm/q:90/h:591/w:587/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0NTY5/NDgtMTM3Njg2NDky/OS04ODYwLmpwZWc.jpeg,"01 Just In Time (2:17)
02 When Sunny Gets Blue (3:48)
03 All I Do Is Dream Of You (2:54)
04 I Understand (4:25)
05 Goodnight Sweetheart (3:32)
06 Baby, Won't You Please Come Home (2:34)
07 When Lights Are Low (2:55)
08 Key Largo (3:26)
09 Just Squeeze Me (4:11)
10 All Or Nothing At All (3:10)
11 The Very Thought Of You (4:10)",
Dee Dee Bridgewater,Red Earth,33,Genre: Jazz,https://www.discogs.com/release/3309202-Dee-Dee-Bridgewater-Red-Earth-A-Malian-Journey,,https://i.discogs.com/vx-ZVc1qqoEEV4FxtAhxEt5BT3MdDAxxIN5K8vT9VjY/rs:fit/g:sm/q:90/h:450/w:454/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzMDky/MDItMTMyNTEyMzI5/MS5qcGVn.jpeg,"01 Afro Blue (5:11)
02 Bad Spirits (Bani) (5:48)
03 Dee Dee (2:56)
04 Mama Don't Ever Go Away (Mama Digna Sara Yé) (5:39)
05 Long Time Ago (6:47)
06 Children Go 'Round (Demissènw) (6:05)
07 The Griots (Sakhodougou) (6:03)
08 Oh My Love (Djarabi) (6:03)
09 Four Women (5:23)
10 No More (Bambo) (4:45)
11 Red Earth (Massane Cissè) (5:16)
12 Meanwhile (4:24)
13 Compared To What (5:22)",
Della Reese,Cha-Cha-Cha,34,Genre: Jazz,https://www.discogs.com/release/4404898-Della-Reese-Della-Della-Cha-Cha-Cha,,https://i.discogs.com/r0UtNv5buWSxNXC5pDtv8FnDjQvaVJH7uqRayu8UkJI/rs:fit/g:sm/q:90/h:585/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0MDQ4/OTgtMTM2NTU4NTg5/NC0yNzc5LmpwZWc.jpeg,"01 Diamonds Are Girl's Best Friends (2:52)
02 Come On-A My House (2:48)
03 Why Don't You Do Right (2:45)
04 My Heart Belongs To Daddy (2:39)
05 Let's Do It (2:27)
06 Whatever Lola Wants (3:12)
07 Daddy (2:39)
08 Tea For Two (2:09)
09 Always True To You In My Fashion (3:14)
10 It's So Nice To Have A Man Around The House (2:37)
11 There's A Small Hotel (2:13)
12 Love For Sale (2:21)",
Etta James,Come a Little Closer,35,Genre: Jazz,https://www.discogs.com/release/6378449-Etta-James-Come-A-Little-Closer,,https://i.discogs.com/4WX6AJZQTA27Zt-kYvXaZIU-w0SigtjDX9bLGanh3Zc/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzNzg0/NDktMTQxNzc4MDY5/Mi00MjkxLmpwZWc.jpeg,"01 Out On The Street Again
02 Mama Told Me
03 You Give Me What I Want
04 Come A Little Closer
05 Let's Burn Down The Cornfield
06 Power Play
07 Feeling Uneasy
08 St.Louis Blues
09 Gon'na Have Some Fun Tonight
10 Sooki Sooki
11 Lovin' Arms
12 Out On The Streets Again (Single Edit)",
Various Artists,Kennny Dope Mixes: P&P Records CD 1,36,Genre: Soul / Funk / Disco,https://www.discogs.com/release/579361-Kenny-Dope-Kenny-Dope-Vs-PP-Records,,https://i.discogs.com/gKM2yWfYlmRwezk_GDTBaaCEvxzZ_qRt4YJs90El2Uk/rs:fit/g:sm/q:90/h:530/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3OTM2/MS0xMTMzOTUxMDg3/LmpwZWc.jpeg,"01 Fly Guy - Fly Guy Rap (2:39)
02 Margo's Kool Out Crew - Death Rap (1:36)
03 Willie Wood & Willie Wood Crew - Willie Rap (0:29)
04 Licky - African Rock (3:31)
05 Queen Yahna - Ain't It Time (2:55)
06 Chain Reaction - Dance Freak (1:20)
07 Foster Jackson Group - Feel The Spirit (1:57)
08 Foster Jackson Group - Feel The Spirit (Kenny Dope Scratch Breakdown) (2:02)
09 Paper Doll - Get Down Boy (3:27)
10 High Fidelity - Magic Carpet (3:40)
11 Gary Davis - Gotta Get Your Love (Kenny Dope Edit) (5:16)
12 Clyde Alexander & Sanction - Gotta Get Your Love (4:14)
13 Ahzz - New York Is Moving (3:46)
14 Personal Touch - It Ain't No Big Thing (3:29)
15 LaVaba & E. Mallison - Game Of Life (0:42)
16 Troy Rainey - Trick Tee Rap (0:07)
17 Family - Family Rap (1:25)
18 Cloud One - Patty Duke (0:33)
19 Shift - Roller Rink Funk (3:10)
20 Florence Miller - The Groove I'm In (2:41)
21 Lanier - 25 Hours (9:14)
22 Cloud One - Disco Juice (3:37)
23 Jesse Gould - Out Of Work (2:29)
24 Caress - Opportunity (3:12)
25 Cloud One - Atmosphere Strut (4:04)
26 Cloud One - Dust To Dust (4:17)",
Kool & The Gang,Best Of Kool & The Gang,37,Genre: Soul / Funk / Disco,https://www.discogs.com/release/6075504-Kool-The-Gang-Best-Of-Kool-The-Gang,,https://i.discogs.com/OqB32p8RH1wp0ZGixuBi-abDq1d1ChJAH976zz9VYu8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwNzU1/MDQtMTYzMjkzOTc3/NS04NDI0LmpwZWc.jpeg,"01 Fresh/Misled (Special Mix) (6:10)
02 Straight Ahead (3:31)
03 Steppin' Out (4:51)
04 Tonight (3:53)
05 Ladies' Night (6:38)
06 Cherish (4:45)
07 Good Time Tonight (4:59)
08 Joanna (4:20)
09 Celebration (5:00)
10 Stand Up And Sing (4:35)
11 September Love (4:39)
12 Emergency (Dance Mix) (5:30)
13 Get Down On It (4:58)",
Gotan Project / James Brown,Mixed CD,38,Genre: Soul / Funk / Disco,https://www.discogs.com/release/18672-Gotan-Project-La-Revancha-Del-Tango,,https://i.discogs.com/U0S62sj3FZGttuDp6LLK9TEmOhpRbvQTIz3JFgeFTvU/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3OTYy/LTE2NDQ2MDI5MTYt/NTg0OS5qcGVn.jpeg,"01 Queremos Paz
02 Época
03 Chunga's Revenge
04 Tríptico
05 Santa Maria (Del Buen Ayre)
06 Una Música Brutal
07 El Capitalismo Foráneo
08 Last Tango in Paris
09 La Del Ruso
10 Vuelvo al Sur",
Manfred Krug,Das war nur ein Moment / Ein Hauch von Frühling,39,Genre: Soul / Funk / Disco,https://www.discogs.com/release/487580-Krug-G%C3%BCnther-Fischer-Das-War-Nur-Ein-Moment-Ein-Hauch-Von-Fr%C3%BChling,,https://i.discogs.com/YdvElRlZ5AfwAI7k6QBD_if9PmLqPBFrtJfqq386Rro/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4NzU4/MC0xNTAzMTczODgy/LTgwODYuanBlZw.jpeg,"01 Das War Nur Ein Moment - Du sagtest leider nur „Gut Nacht“ (2:38)
02 Das War Nur Ein Moment - Frag mich, warum (3:37)
03 Das War Nur Ein Moment - Der Tag beginnt (3:16)
04 Das War Nur Ein Moment - Gestern war der Ball (3:03)
05 Das War Nur Ein Moment - Unser Abend war wunderbar (2:46)
06 Das War Nur Ein Moment - Das war nur ein Moment (4:45)
07 Das War Nur Ein Moment - Hör auf! (3:39)
08 Das War Nur Ein Moment - Du gehst (4:25)
09 Das War Nur Ein Moment - Nacht, ich träume düster (5:39)
10 Das War Nur Ein Moment - Als ich rief nach dir (4:11)
11 Das War Nur Ein Moment - Ende der Platte (—)
12 Ein Hauch Von Frühling - Wenn's draußen grün wird (2:17)
13 Ein Hauch Von Frühling - Laß mich nicht gehn (5:19)
14 Ein Hauch Von Frühling - Komm und spiel mit mir (4:17)
15 Ein Hauch Von Frühling - Schau nicht hin (6:11)
16 Ein Hauch Von Frühling - Jeder Mann, der dich sah (4:17)
17 Ein Hauch Von Frühling - Kalt und weiß (4:33)
18 Ein Hauch Von Frühling - Sonntag (2:45)
19 Ein Hauch Von Frühling - Danke für den Abend (3:58)
20 Ein Hauch Von Frühling - Baden gehn (3:40)",
Manfred Krug,Greens / Du bist heute wie neu,40,Genre: Soul / Funk / Disco,https://www.discogs.com/release/510410-Krug-Greens-Du-Bist-Heute-Wie-Neu,,https://i.discogs.com/Fr39nsunezlP0EoVMBh2eiEYgrp-tuHzVHYzH53kUMs/rs:fit/g:sm/q:90/h:501/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxMDQx/MC0xMTI1NjA3NDQ2/LmpwZWc.jpeg,"01 Greens - Que Será (3:32)
02 Greens - The More I See You (3:47)
03 Greens - I Can't Give You Anything But Love (4:35)
04 Greens - Mame (3:37)
05 Greens - Niemand Liebt Dich So Wie Ich (3:48)
06 Greens - Alone Again (Naturally) (3:33)
07 Greens - Parlez Moi D'Amour (3:17)
08 Greens - Greensleeves (3:13)
09 Greens - Machs Gut, Ich Muß Gehn (Baby, It's Cold Outside) (4:16)
10 Greens - There's A Boat That's Leavin' Soon For New York (2:16)
11 Greens - Alles Geht Einmal Zu Ende (When It's Sleepy Time Down South) (1:46)
12 Du Bist Heute Wie Neu - Du Bist Heute Wie Neu (5:00)
13 Du Bist Heute Wie Neu - Alles Vorbei (5:28)
14 Du Bist Heute Wie Neu - Verdammt (4:02)
15 Du Bist Heute Wie Neu - Sie (4:28)
16 Du Bist Heute Wie Neu - Als Der Opa Von Uns Ging (4:03)
17 Du Bist Heute Wie Neu - Damals, Weißt Du Noch (4:22)
18 Du Bist Heute Wie Neu - Wenn Der Urlaub Kommt (4:12)
19 Du Bist Heute Wie Neu - In Einem Regen (4:06)
20 Du Bist Heute Wie Neu - Das Geht Mir Ans Herz (3:33)",
Marvin Gaye,What's Going On (Special Edition) CD 1,41,Genre: Soul / Funk / Disco,https://www.discogs.com/release/4584719-Marvin-Gaye-Whats-Going-On,,https://i.discogs.com/wHQo-9Q5W6BO_Ry3KwewGg4RyM4e7aKAdDqslpCPbxQ/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1ODQ3/MTktMTYwODUwMjE4/OC0zMDEwLnBuZw.jpeg,"01 What's Going On (3:53)
02 What's Happening Brother (2:44)
03 Flyin' High (In The Friendly Sky) (3:49)
04 Save The Children (4:03)
05 God Is Love (1:42)
06 Mercy Mercy Me (The Ecology) (3:13)
07 Right On (7:32)
08 Wholy Holy (3:08)
09 Inner City Blues (Make Me Wanna Holler) (5:27)
10 What's Going On (4:08)
11 What's Happening Brother (2:43)
12 Flyin' High (In The Friendly Sky) (3:49)
13 Save The Children (4:01)
14 God Is Love (1:47)
15 Mercy Mercy Me (The Ecology) (3:04)
16 Right On (7:32)
17 Wholy Holy (3:07)
18 Inner City Blues (Make Me Wanna Holler) (5:33)
19 What's Going On (Rhythm And Strings Mix) (3:50)",
Marvin Gaye,What's Going On (Special Edition) CD 2,42,Genre: Soul / Funk / Disco,https://www.discogs.com/release/4584719-Marvin-Gaye-Whats-Going-On,,https://i.discogs.com/wHQo-9Q5W6BO_Ry3KwewGg4RyM4e7aKAdDqslpCPbxQ/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1ODQ3/MTktMTYwODUwMjE4/OC0zMDEwLnBuZw.jpeg,"01 Sixties Medley (13:23)
02 Right On (7:33)
03 Wholy Holy (3:32)
04 Inner City Blues (Make Me Wanna Holler) (9:06)
05 What's Going On (5:42)
06 What's Happening Brother (2:55)
07 Flyin' High (In The Friendly Sky) (3:51)
08 Save The Children (4:22)
09 God Is Love (1:43)
10 Stage Dialogue (2:35)
11 Inner City Blues (Make Me Wanna Holler) (5:12)
12 What's Going On (4:01)
13 What's Going On (3:54)
14 God Is Love (2:48)
15 Sad Tomorrows (2:22)
16 ""Head Title"" Aka Distant Lover (4:08)",
Stevie Wonder,At the Close of a Century CD 1,43,Genre: Soul / Funk / Disco,https://www.discogs.com/release/218306-Stevie-Wonder-At-The-Close-Of-A-Century,,https://i.discogs.com/WKd3P8hRnH3zhxGu_YAyPgnPBFuhFCSx6VEAoUHQYSo/rs:fit/g:sm/q:90/h:538/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxODMw/Ni0xNjg3NzU1MDYx/LTYyMTUuanBlZw.jpeg,"01 Fingertips Pts. 1 & 2 (6:58)
02 Uptight (Everything's Alright) (2:56)
03 Nothing's Too Good For My Baby (2:46)
04 Blowin' In The Wind (3:08)
05 A Place In The Sun (2:53)
06 Hey Love (2:47)
07 I Was Made To Love Her (2:40)
08 Until You Come Back To Me (That's What I'm Gonna Do) (3:03)
09 I'm Wondering (2:58)
10 Shoo-Be-Doo-Be-Doo-Da-Day (2:49)
11 You Met Your Match (2:41)
12 For Once In My Life (2:51)
13 I Don't Know Why (2:51)
14 My Cherie Amour (2:55)
15 Yester-Me, Yester-You, Yesterday (3:05)
16 Never Had A Dream Come True (3:14)
17 Signed, Sealed, Delivered I'm Yours (2:40)
18 Heaven Help Us All (3:14)
19 We Can Work It Out (3:18)
20 If You Really Love Me (3:00)
21 Never Dreamed You'd Leave In Summer (2:56)
22 Superwoman (Where Were You When I Needed You) (8:08)
23 I Love Every Little Thing About You (3:56)",
Stevie Wonder,At the Close of a Century CD 2,44,Genre: Soul / Funk / Disco,https://www.discogs.com/release/218306-Stevie-Wonder-At-The-Close-Of-A-Century,,https://i.discogs.com/WKd3P8hRnH3zhxGu_YAyPgnPBFuhFCSx6VEAoUHQYSo/rs:fit/g:sm/q:90/h:538/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxODMw/Ni0xNjg3NzU1MDYx/LTYyMTUuanBlZw.jpeg,"01 Superstition (4:28)
02 You Are The Sunshine Of My Life (2:59)
03 You And I (4:39)
04 I Believe (When I Fall In Love It Will Be Forever) (4:52)
05 Too High (4:36)
06 Visions (5:23)
07 Living For The City (7:23)
08 Golden Lady (4:59)
09 Higher Ground (3:42)
10 All In Love Is Fair (3:42)
11 Don't You Worry 'Bout A Thing (4:45)
12 He's Misstra Know It All (5:36)
13 You Haven't Done Nothin' (3:25)
14 Heaven Is 10 Zillion Light Years Away (5:02)
15 Too Shy To Say (3:29)
16 Boogie On Reggae Woman (5:14)
17 Creepin' (4:20)",
The Police,The Police Disc 1,45,Genre: Pop,https://www.discogs.com/release/36148264-The-Police-The-Police,,https://i.discogs.com/khNT5gmicMfKcsU_kni2rRNsGsQwnd2WfdeMAMPQIhc/rs:fit/g:sm/q:90/h:450/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2MTQ4/MjY0LTE3Njc5ODQ5/MjktNDIwNS5qcGVn.jpeg,"01 Fall Out (2:04)
02 Can't Stand Losing You (2:58)
03 Next To You (2:52)
04 Roxanne (3:11)
05 Truth Hits Everybody (2:56)
06 Hole In My Life (4:49)
07 So Lonely (4:49)
08 Message In A Bottle (4:49)
09 Reggatta De Blanc (3:05)
10 Bring On The Night (4:15)
11 Walking On The Moon (5:01)
12 The Bed's Too Big Without You (4:25)
13 Don't Stand So Close To Me (4:02)
14 Driven To Tears (3:22)
15 Canary In A Coalmine (2:28)",
The Police,The Police Disc 2,46,Genre: Pop,https://www.discogs.com/release/36148264-The-Police-The-Police,,https://i.discogs.com/khNT5gmicMfKcsU_kni2rRNsGsQwnd2WfdeMAMPQIhc/rs:fit/g:sm/q:90/h:450/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2MTQ4/MjY0LTE3Njc5ODQ5/MjktNDIwNS5qcGVn.jpeg,"01 De Do Do Do, De Da Da Da (4:09)
02 Voices Inside My Head (3:50)
03 Invisible Sun (3:45)
04 Every Little Thing She Does Is Magic (4:21)
05 Spirits In The Material World (2:59)
06 Demolition Man (5:56)
07 Rehumanize Yourself (3:11)
08 Every Breath You Take (4:16)
09 Synchronicity I (3:25)
10 Wrapped Around Your Finger (5:16)
11 Walking In Your Footsteps (3:37)
12 Synchronicity II (5:02)
13 King Of Pain (5:00)
14 Murder By Numbers (4:37)
15 Tea In The Sahara (4:13)",
Cream,The Very Best of Cream,47,Genre: Indie / Psych / Rock,https://www.discogs.com/release/4869919-Cream-Strange-Brew-The-Very-Best-Of-Cream,,https://i.discogs.com/ETDsnD53O8RyR0vZPKvy5fQOx4XbDraQOlrIDt_JNlw/rs:fit/g:sm/q:90/h:526/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4Njk5/MTktMTU2NzUxMDUz/Ni05Mzg0LmpwZWc.jpeg,"01 Badge (2:44)
02 Sunshine Of Your Love (4:10)
03 Crossroads (4:13)
04 White Room (4:58)
05 Born Under A Bad Sign (3:09)
06 Swlabr (2:31)
07 Strange Brew (2:45)
08 Anyone For Tennis? (The Savage Seven Theme) (2:37)
09 I Feel Free (2:51)
10 Politician (4:11)
11 Tales Of Brave Ulysees (2:46)
12 Spoonful (6:29)",
